Test Case ID,Test Case Description,Category,Priority,Preconditions,Test Steps,Expected Result,Actual Result,Status,Tested By,Test Date,Remarks
,,,,,,,,,,
TC_AM_NM_001,Verify Nomination submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Nomination' submodule","Nomination form loads with nominee details section",,,,,
TC_AM_NM_002,Verify Add nominee functionality,Functional,P1,Nomination submodule is in ADD mode,"1. Click Add button
2. Enter nominee name
3. Enter relationship
4. Enter percentage share
5. Click Save button","Nominee is added successfully",,,,,
TC_AM_NM_003,Verify Edit nominee functionality,Functional,P1,At least one nominee exists,"1. Select a nominee
2. Click Edit button
3. Modify nominee details
4. Click Save button","Nominee details are updated successfully",,,,,
TC_AM_NM_004,Verify Delete nominee functionality,Functional,P2,At least one nominee exists,"1. Select a nominee
2. Click Delete button
3. Confirm deletion","Nominee is removed from the list",,,,,
TC_AM_NM_005,Verify total share percentage validation,Validation,P1,Nomination is in ADD/EDIT mode,"1. Add nominees with total percentage > 100%
2. Click Save button","Validation error indicating total share cannot exceed 100%",,,,,
TC_AM_NM_006,Verify nominee list displays,UI,P2,Account has nominees,"1. Load Nomination submodule
2. Observe nominee list","All nominees are displayed with their details",,,,,
,,,,,,,,,,
=== ACTIVATE DORMANT ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_AD_001,Verify Activate Dormant submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select a dormant account
3. Click on 'Activate Dormant' submodule","Activate Dormant form loads correctly",,,,,
TC_AM_AD_002,Verify dormant account activation,Functional,P1,Dormant account is selected,"1. Load Activate Dormant submodule
2. Enter activation details
3. Click Activate button","Dormant account is activated successfully",,,,,
TC_AM_AD_003,Verify non-dormant account handling,Validation,P2,Non-dormant account is selected,"1. Select an active (non-dormant) account
2. Navigate to Activate Dormant","Appropriate message indicating account is not dormant",,,,,
TC_AM_AD_004,Verify Instructed By field is required,Validation,P1,Activate Dormant is in EDIT mode,"1. Leave Instructed By field empty
2. Click Activate button","Validation error indicating Instructed By is required",,,,,
,,,,,,,,,,
=== ACCOUNT SWEEPING ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_AS_001,Verify Account Sweeping submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Account Sweeping' submodule","Account Sweeping form loads with sweep configuration",,,,,
TC_AM_AS_002,Verify Add sweep rule functionality,Functional,P1,Account Sweeping submodule is loaded,"1. Click Add button
2. Enter sweep from/to accounts
3. Set sweep amount/percentage
4. Set sweep frequency
5. Click Save button","Sweep rule is added successfully",,,,,
TC_AM_AS_003,Verify Edit sweep rule functionality,Functional,P1,At least one sweep rule exists,"1. Select a sweep rule
2. Click Edit button
3. Modify rule details
4. Click Save button","Sweep rule is updated successfully",,,,,
TC_AM_AS_004,Verify Delete sweep rule functionality,Functional,P2,At least one sweep rule exists,"1. Select a sweep rule
2. Click Delete button
3. Confirm deletion","Sweep rule is removed",,,,,
TC_AM_AS_005,Verify sweep rules list displays,UI,P2,Account has sweep rules configured,"1. Load Account Sweeping submodule
2. Observe rules list","All sweep rules are displayed",,,,,
,,,,,,,,,,
=== ACCOUNT TRANSFER ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_AT_001,Verify Account Transfer submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Account Transfer' submodule","Account Transfer form loads with transfer details section",,,,,
TC_AM_AT_002,Verify transfer to another branch,Functional,P1,Account Transfer submodule is loaded,"1. Select destination branch
2. Enter transfer reason
3. Click Transfer button","Account transfer is initiated/completed successfully",,,,,
TC_AM_AT_003,Verify destination branch lookup,Functional,P2,Account Transfer submodule is loaded,"1. Click on destination branch lookup
2. Search for a branch
3. Select from results","Branch is populated in destination field",,,,,
TC_AM_AT_004,Verify transfer reason is required,Validation,P1,Account Transfer is in EDIT mode,"1. Leave transfer reason empty
2. Click Transfer button","Validation error indicating reason is required",,,,,
,,,,,,,,,,
=== ACCOUNT CLASSIFICATION ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_AC_001,Verify Account Classification submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Account Classification' submodule","Account Classification form loads with classification options",,,,,
TC_AM_AC_002,Verify current classification is displayed,UI,P2,Account has classification assigned,"1. Load Account Classification submodule
2. Observe current classification field","Current account classification is displayed",,,,,
TC_AM_AC_003,Verify classification change operation,Functional,P1,Account Classification is in EDIT mode,"1. Select new classification from dropdown
2. Enter change reason
3. Click Save button","Account classification is updated successfully",,,,,
TC_AM_AC_004,Verify classification dropdown is populated,UI,P1,Account Classification submodule is loaded,"1. Click on classification dropdown","Dropdown displays available account classifications",,,,,
TC_AM_AC_005,Verify change reason is required,Validation,P2,Account Classification change attempted,"1. Select new classification
2. Leave reason empty
3. Click Save button","Validation error indicating reason is required",,,,,
,,,,,,,,,,
=== CHARGE RATES ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_CR_001,Verify Charge Rates submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Charge Rates' submodule","Charge Rates form loads with rate configuration",,,,,
TC_AM_CR_002,Verify current charges are displayed,UI,P2,Account has charge rates configured,"1. Load Charge Rates submodule
2. Observe charge rate fields","Current charge rates are displayed",,,,,
TC_AM_CR_003,Verify Edit mode enables rate fields,Functional,P1,Charge Rates submodule is loaded,"1. Click Edit button
2. Observe rate input fields","Rate fields become editable",,,,,
TC_AM_CR_004,Verify Save updates charge rates,Functional,P1,Charge Rates is in EDIT mode with new values,"1. Modify charge rate values
2. Click Save button","Charge rates are updated successfully",,,,,
TC_AM_CR_005,Verify validation for numeric values,Validation,P2,Charge Rates is in EDIT mode,"1. Enter non-numeric value in charge field
2. Click Save button","Validation error indicating numeric value required",,,,,
,,,,,,,,,,
=== STATEMENT VIEW ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_SV_001,Verify Statement View submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Statement View' submodule","Statement View loads with date range and transaction list",,,,,
TC_AM_SV_002,Verify statement displays transactions,UI,P2,Account has transactions,"1. Load Statement View submodule
2. Observe transaction list","Transactions are displayed with date, description, debit, credit, balance",,,,,
TC_AM_SV_003,Verify date range filter functionality,Functional,P1,Statement View submodule is loaded,"1. Select From date
2. Select To date
3. Click Search/Filter button","Transactions within date range are displayed",,,,,
TC_AM_SV_004,Verify statement export functionality,Functional,P2,Statement with transactions is displayed,"1. Click Export/Download button
2. Select export format (PDF/Excel)","Statement is downloaded in selected format",,,,,
TC_AM_SV_005,Verify statement print functionality,Functional,P2,Statement with transactions is displayed,"1. Click Print button","Print dialog opens with statement",,,,,
TC_AM_SV_006,Verify empty state for no transactions,UI,P3,Account has no transactions in selected period,"1. Select date range with no transactions
2. Click Search","Appropriate message indicating no transactions found",,,,,
,,,,,,,,,,
=== CARD MAINTENANCE ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_CM_001,Verify Card Maintenance submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Card Maintenance' submodule","Card Maintenance form loads with card list",,,,,
TC_AM_CM_002,Verify card list displays,UI,P2,Account has linked cards,"1. Load Card Maintenance submodule
2. Observe card list","All cards linked to the account are displayed",,,,,
TC_AM_CM_003,Verify card activation functionality,Functional,P1,Inactive card exists for the account,"1. Select an inactive card
2. Click Activate button
3. Confirm activation","Card is activated successfully",,,,,
TC_AM_CM_004,Verify card deactivation functionality,Functional,P1,Active card exists for the account,"1. Select an active card
2. Click Deactivate button
3. Confirm deactivation","Card is deactivated successfully",,,,,
TC_AM_CM_005,Verify card block functionality,Functional,P1,Active card exists for the account,"1. Select an active card
2. Click Block button
3. Enter block reason
4. Confirm","Card is blocked successfully",,,,,
TC_AM_CM_006,Verify card details display,UI,P2,Card is selected in the list,"1. Select a card
2. Observe card details section","Card number (masked), expiry, status, type are displayed",,,,,
,,,,,,,,,,
=== SIGNATURE / PHOTO ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_SP_001,Verify Signature/Photo submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Signature Photo' submodule","Signature/Photo form loads with image upload/view functionality",,,,,
TC_AM_SP_002,Verify signature image display,UI,P2,Account has signature on file,"1. Load Signature Photo submodule
2. Observe signature section","Signature image is displayed",,,,,
TC_AM_SP_003,Verify photo image display,UI,P2,Account has photo on file,"1. Load Signature Photo submodule
2. Observe photo section","Photo image is displayed",,,,,
TC_AM_SP_004,Verify signature upload functionality,Functional,P1,Signature Photo submodule is in EDIT mode,"1. Click Upload Signature button
2. Select an image file
3. Click Save","Signature is uploaded and displayed",,,,,
TC_AM_SP_005,Verify photo upload functionality,Functional,P1,Signature Photo submodule is in EDIT mode,"1. Click Upload Photo button
2. Select an image file
3. Click Save","Photo is uploaded and displayed",,,,,
TC_AM_SP_006,Verify image file type validation,Validation,P2,Image upload is active,"1. Try to upload non-image file
2. Observe error","Error message indicating only image files accepted",,,,,
TC_AM_SP_007,Verify image size validation,Validation,P2,Image upload is active,"1. Try to upload image exceeding size limit
2. Observe error","Error message indicating file size exceeds limit",,,,,
,,,,,,,,,,
=== USER DEFINED FIELDS ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_UDF_001,Verify User Defined Fields submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'User Defined Fields' submodule","User Defined Fields form loads with custom fields",,,,,
TC_AM_UDF_002,Verify custom fields display,UI,P2,Account type has user defined fields configured,"1. Load User Defined Fields submodule
2. Observe custom field list","All defined custom fields are displayed",,,,,
TC_AM_UDF_003,Verify Edit mode enables custom fields,Functional,P1,User Defined Fields submodule is loaded,"1. Click Edit button
2. Observe custom field inputs","Custom fields become editable",,,,,
TC_AM_UDF_004,Verify Save updates custom field values,Functional,P1,User Defined Fields is in EDIT mode,"1. Modify custom field values
2. Click Save button","Custom field values are saved successfully",,,,,
TC_AM_UDF_005,Verify mandatory field validation,Validation,P2,Mandatory custom field exists,"1. Clear mandatory custom field value
2. Click Save button","Validation error for mandatory field",,,,,
,,,,,,,,,,
=== CLIENT PORTFOLIO ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_CP_001,Verify Client Portfolio submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Client Portfolio' submodule","Client Portfolio form loads with portfolio details",,,,,
TC_AM_CP_002,Verify portfolio summary displays,UI,P2,Client has multiple accounts,"1. Load Client Portfolio submodule
2. Observe portfolio summary","All accounts for the client are displayed with balances",,,,,
TC_AM_CP_003,Verify total portfolio value calculation,UI,P2,Client has multiple accounts with balances,"1. Load Client Portfolio submodule
2. Check total portfolio value","Total portfolio value equals sum of all account balances",,,,,
TC_AM_CP_004,Verify account selection from portfolio,Functional,P2,Client Portfolio is loaded with multiple accounts,"1. Click on an account in the portfolio list","Selected account is loaded in Account Maintenance",,,,,
TC_AM_CP_005,Verify portfolio by account type grouping,UI,P3,Client has different account types,"1. Load Client Portfolio submodule
2. Observe account grouping","Accounts are grouped by type (Savings, Current, etc.)",,,,,
,,,,,,,,,,
=== CREDIT INTEREST WORKSHEET ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_CIW_001,Verify Credit Interest Worksheet submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Credit Interest Worksheet' submodule","Credit Interest Worksheet form loads",,,,,
TC_AM_CIW_002,Verify interest calculation display,UI,P2,Account has credit interest accrued,"1. Load Credit Interest Worksheet submodule
2. Observe interest details","Accrued credit interest is displayed with calculation details",,,,,
TC_AM_CIW_003,Verify date range filter for interest,Functional,P2,Credit Interest Worksheet is loaded,"1. Select date range
2. Click Calculate/Apply","Interest calculation for selected period is displayed",,,,,
TC_AM_CIW_004,Verify interest rate display,UI,P2,Account has credit interest rate,"1. Load Credit Interest Worksheet
2. Observe interest rate field","Current credit interest rate is displayed",,,,,
,,,,,,,,,,
=== DEBIT INTEREST WORKSHEET ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_DIW_001,Verify Debit Interest Worksheet submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Debit Interest Worksheet' submodule","Debit Interest Worksheet form loads",,,,,
TC_AM_DIW_002,Verify interest calculation display,UI,P2,Account has debit interest accrued,"1. Load Debit Interest Worksheet submodule
2. Observe interest details","Accrued debit interest is displayed with calculation details",,,,,
TC_AM_DIW_003,Verify date range filter for interest,Functional,P2,Debit Interest Worksheet is loaded,"1. Select date range
2. Click Calculate/Apply","Interest calculation for selected period is displayed",,,,,
TC_AM_DIW_004,Verify debit interest rate display,UI,P2,Account has debit interest rate,"1. Load Debit Interest Worksheet
2. Observe interest rate field","Current debit interest rate is displayed",,,,,
,,,,,,,,,,
=== LOAN REPAYMENT DETAILS ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_LRD_001,Verify Loan Repayment Details submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select a loan account
3. Click on 'Loan Repayment Details' submodule","Loan Repayment Details form loads",,,,,
TC_AM_LRD_002,Verify repayment schedule display,UI,P2,Loan account has repayment schedule,"1. Load Loan Repayment Details submodule
2. Observe repayment schedule","Repayment schedule is displayed with dates and amounts",,,,,
TC_AM_LRD_003,Verify paid vs pending installments,UI,P2,Loan has some paid installments,"1. Load Loan Repayment Details
2. Observe installment status","Paid installments are marked differently from pending",,,,,
TC_AM_LRD_004,Verify total outstanding calculation,UI,P2,Loan account has outstanding balance,"1. Load Loan Repayment Details
2. Check total outstanding field","Total outstanding equals sum of unpaid installments",,,,,
TC_AM_LRD_005,Verify non-loan account handling,Validation,P2,Non-loan account is selected,"1. Select a non-loan account
2. Navigate to Loan Repayment Details","Appropriate message indicating not a loan account",,,,,
